center,centerEcef,spacecraftId,accessId,accessrequestId,tileId,windowOpen,windowClose,windowOpenLocal,windowCloseLocal,orbitalPlane,accessProperties.ascdsc,accessProperties.lookDirection,accessProperties.localTime,accessProperties.azimuthOpen,accessProperties.azimuthClose,accessProperties.elevationMin,accessProperties.elevationMax,accessProperties.offNadirMin,accessProperties.offNadirMax
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,2488368e-fe4d-488c-9a4b-0453db419ab9,14800bee-0e47-4927-ac85-c99e4f284f90,9046442e-021d-4fbf-b4e1-e0105be7835d,2024-01-18T14:52:09.990Z,2024-01-18T14:54:27.136Z,2024-01-18T06:52:09.990Z,2024-01-18T06:54:27.136Z,45,ascending,left,24361,244.63729882568646,143.0687634175839,33.191714,53.925107,32.611541,49.999132
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,12426720-fcc6-47ac-bf6e-bfcc908d7a3c,14800bee-0e47-4927-ac85-c99e4f284f90,cc6c417f-fd8d-49b8-807e-c847295e0c08,2024-01-19T12:30:47.666Z,2024-01-19T12:32:05.522Z,2024-01-19T04:30:47.666Z,2024-01-19T04:32:05.522Z,45,ascending,left,15849,178.694493990849,138.35691921748716,33.280319,35.247698,48.445495,49.999529
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,9bb4a278-f63b-467e-9159-4b56581230a4,14800bee-0e47-4927-ac85-c99e4f284f90,9046442e-021d-4fbf-b4e1-e0105be7835d,2024-01-19T13:16:01.001Z,2024-01-19T13:18:53.834Z,2024-01-19T05:16:01.001Z,2024-01-19T05:18:53.834Z,45,ascending,left,18610,213.5205867134932,115.9155185092621,33.193429,46.275207,39.244978,49.999335
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,177e8832-b6f2-488e-b6ef-142a2485a749,14800bee-0e47-4927-ac85-c99e4f284f90,cc6c417f-fd8d-49b8-807e-c847295e0c08,2024-01-19T14:10:19.264Z,2024-01-19T14:12:50.857Z,2024-01-19T06:10:19.264Z,2024-01-19T06:12:50.857Z,45,ascending,left,21858,242.75924765069004,130.43051317956446,33.285998,56.0241,30.798367,49.999122
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,eb985bb9-5d37-46a1-9902-989af7b623f9,14800bee-0e47-4927-ac85-c99e4f284f90,cc6c417f-fd8d-49b8-807e-c847295e0c08,2024-01-20T12:31:58.513Z,2024-01-20T12:34:34.473Z,2024-01-20T04:31:58.513Z,2024-01-20T04:34:34.473Z,45,ascending,left,15959,206.86351320290186,119.60965553930627,33.286277,43.413922,41.728309,49.999634
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,3829f534-2f02-44b3-a7f8-861ff12cf32c,14800bee-0e47-4927-ac85-c99e4f284f90,9046442e-021d-4fbf-b4e1-e0105be7835d,2024-01-20T13:20:09.477Z,2024-01-20T13:23:27.890Z,2024-01-20T05:20:09.477Z,2024-01-20T05:23:27.890Z,45,ascending,left,18871,229.68307663059642,110.31087765397068,33.194201,54.250755,32.325458,49.999268
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,ac26a34a-0f2b-4fd4-adda-fd6b4d4dd14b,14800bee-0e47-4927-ac85-c99e4f284f90,cc6c417f-fd8d-49b8-807e-c847295e0c08,2024-01-21T12:33:34.590Z,2024-01-21T12:36:41.733Z,2024-01-21T04:33:34.590Z,2024-01-21T04:36:41.733Z,45,ascending,left,16071,223.8822130498313,112.21476658954693,33.289516,51.201981,35.037418,49.999068
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,a49ecec5-cb62-4270-be3a-84e91990fd45,14800bee-0e47-4927-ac85-c99e4f284f90,9046442e-021d-4fbf-b4e1-e0105be7835d,2024-01-21T13:24:26.698Z,2024-01-21T13:27:21.344Z,2024-01-21T05:24:26.698Z,2024-01-21T05:27:21.344Z,45,ascending,left,19117,240.82081927750698,119.47960431593249,33.201472,57.990171,29.02234,49.999576
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,0a038329-d818-4290-ab73-a4878941ad7b,14800bee-0e47-4927-ac85-c99e4f284f90,9046442e-021d-4fbf-b4e1-e0105be7835d,2024-01-22T11:48:29.556Z,2024-01-22T11:50:59.602Z,2024-01-22T03:48:29.556Z,2024-01-22T03:50:59.602Z,45,ascending,left,13347,203.1771803532736,121.28696997836641,33.20774,42.006592,42.863399,49.999168
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,32410a98-b94c-4ccc-94d7-6f768d702ecd,14800bee-0e47-4927-ac85-c99e4f284f90,cc6c417f-fd8d-49b8-807e-c847295e0c08,2024-01-22T12:35:20.326Z,2024-01-22T12:38:41.962Z,2024-01-22T04:35:20.326Z,2024-01-22T04:38:41.962Z,45,ascending,left,16184,235.9586436320664,109.91344791373905,33.290846,57.305256,29.664891,49.999807
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,31d6192e-85ed-41f5-b359-7a61d7d45b30,14800bee-0e47-4927-ac85-c99e4f284f90,cc6c417f-fd8d-49b8-807e-c847295e0c08,2024-01-23T10:57:26.427Z,2024-01-23T10:59:09.158Z,2024-01-23T02:57:26.427Z,2024-01-23T02:59:09.158Z,45,ascending,left,10261,186.6665356996102,132.37314841105456,33.300689,36.937647,47.10083,49.999836
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,440334c4-b385-4fc0-8883-83b0e3fea71f,14800bee-0e47-4927-ac85-c99e4f284f90,9046442e-021d-4fbf-b4e1-e0105be7835d,2024-01-23T11:52:30.955Z,2024-01-23T11:55:39.041Z,2024-01-23T03:52:30.955Z,2024-01-23T03:55:39.041Z,45,ascending,left,13608,222.6365402197746,112.29884715176364,33.207329,50.635492,35.494114,49.999776
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,9ced0481-997a-41ec-a5e9-d42ccba05f7f,14800bee-0e47-4927-ac85-c99e4f284f90,cc6c417f-fd8d-49b8-807e-c847295e0c08,2024-01-23T12:37:11.317Z,2024-01-23T12:39:27.117Z,2024-01-23T04:37:11.317Z,2024-01-23T04:39:27.117Z,45,ascending,left,16262,244.20225138397686,142.27412740098723,33.299961,54.0,32.589758,49.998624
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,034492b3-497c-4be9-b6ce-727acbb9a799,14800bee-0e47-4927-ac85-c99e4f284f90,cc6c417f-fd8d-49b8-807e-c847295e0c08,2024-01-24T10:58:46.135Z,2024-01-24T11:01:30.124Z,2024-01-24T02:58:46.135Z,2024-01-24T03:01:30.124Z,45,ascending,left,10371,210.95767582268104,117.55967107997236,33.304914,45.116483,40.295714,49.9994
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,3061423c-e3fc-48d6-8f3c-0050fe6c72f4,14800bee-0e47-4927-ac85-c99e4f284f90,9046442e-021d-4fbf-b4e1-e0105be7835d,2024-01-24T11:56:44.732Z,2024-01-24T12:00:09.371Z,2024-01-24T03:56:44.732Z,2024-01-24T04:00:09.371Z,45,ascending,left,13870,236.01281007622836,109.57590220944378,33.207762,57.435507,29.519915,49.99979
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,364c81d8-e3f8-44db-8fd6-83c6fca0d6ba,14800bee-0e47-4927-ac85-c99e4f284f90,9046442e-021d-4fbf-b4e1-e0105be7835d,2024-01-25T10:21:05.617Z,2024-01-25T10:22:59.124Z,2024-01-25T02:21:05.617Z,2024-01-25T02:22:59.124Z,45,ascending,left,8085,189.64187229374392,129.90627046038486,33.22772,37.677119,46.449657,49.999874
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,61a1331b-6716-4121-b7a9-f653d012e760,14800bee-0e47-4927-ac85-c99e4f284f90,cc6c417f-fd8d-49b8-807e-c847295e0c08,2024-01-25T11:00:24.895Z,2024-01-25T11:03:35.370Z,2024-01-25T03:00:24.895Z,2024-01-25T03:03:35.370Z,45,ascending,left,10483,226.75891487932338,111.4316220112501,33.307,52.654107,33.776424,49.999053
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,b6bbddd6-2721-408a-bb4a-d2a3c14755c4,14800bee-0e47-4927-ac85-c99e4f284f90,9046442e-021d-4fbf-b4e1-e0105be7835d,2024-01-25T12:01:04.799Z,2024-01-25T12:03:17.724Z,2024-01-25T04:01:04.799Z,2024-01-25T04:03:17.724Z,45,ascending,left,14094,244.88202123153502,146.47580523038525,33.223431,53.397542,33.08647,49.998698
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,032870a7-1723-4d80-8059-54156f31ff68,14800bee-0e47-4927-ac85-c99e4f284f90,9046442e-021d-4fbf-b4e1-e0105be7835d,2024-01-26T10:24:55.426Z,2024-01-26T10:27:48.213Z,2024-01-26T02:24:55.426Z,2024-01-26T02:27:48.213Z,45,ascending,left,8345,214.1952380633195,115.72306960393281,33.229065,46.577502,39.008,49.9999
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,bc22aa5a-a592-457b-b2c9-1517894129fb,14800bee-0e47-4927-ac85-c99e4f284f90,cc6c417f-fd8d-49b8-807e-c847295e0c08,2024-01-26T11:02:12.041Z,2024-01-26T11:05:23.679Z,2024-01-26T03:02:12.041Z,2024-01-26T03:05:23.679Z,45,ascending,left,10591,237.9739724197612,112.6590471631926,33.319987,58.065756,28.996835,49.999534
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,625d2801-96d9-4886-bf2a-a3aad7cc0eac,14800bee-0e47-4927-ac85-c99e4f284f90,cc6c417f-fd8d-49b8-807e-c847295e0c08,2024-01-27T09:24:09.224Z,2024-01-27T09:26:09.332Z,2024-01-27T01:24:09.224Z,2024-01-27T01:26:09.332Z,45,ascending,left,4672,192.93025265731018,128.1241883393421,33.329293,38.614259,45.753608,49.999485
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,f114502c-38ae-49fc-b072-4b1c3423ce81,14800bee-0e47-4927-ac85-c99e4f284f90,9046442e-021d-4fbf-b4e1-e0105be7835d,2024-01-27T10:29:04.443Z,2024-01-27T10:32:21.914Z,2024-01-27T02:29:04.443Z,2024-01-27T02:32:21.914Z,45,ascending,left,8606,230.1555321425846,110.34811767047125,33.231277,54.465803,32.153263,49.999377
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,023a72cc-d375-4244-97ab-5062b990cd6c,14800bee-0e47-4927-ac85-c99e4f284f90,cc6c417f-fd8d-49b8-807e-c847295e0c08,2024-01-27T11:04:03.867Z,2024-01-27T11:06:03.425Z,2024-01-27T03:04:03.867Z,2024-01-27T03:06:03.425Z,45,ascending,left,10666,245.44154456472882,158.8468416886645,33.322992,51.573582,34.728489,49.999271
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,4510eda6-ce25-45f4-b3da-6a3f6f571721,14800bee-0e47-4927-ac85-c99e4f284f90,9046442e-021d-4fbf-b4e1-e0105be7835d,2024-01-28T08:54:08.585Z,2024-01-28T08:54:33.167Z,2024-01-28T00:54:08.585Z,2024-01-28T00:54:33.167Z,45,ascending,left,2824,163.5794527015745,151.12798888030872,33.253403,33.43651,49.85662,49.999911
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,f56a2eb7-c226-4a3e-9f6b-a266f3ee07c9,14800bee-0e47-4927-ac85-c99e4f284f90,cc6c417f-fd8d-49b8-807e-c847295e0c08,2024-01-28T09:25:34.892Z,2024-01-28T09:28:25.153Z,2024-01-28T01:25:34.892Z,2024-01-28T01:28:25.153Z,45,ascending,left,4783,214.68427256658467,115.90914549100762,33.331683,46.757833,38.907561,49.999731
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,1b7cc3a1-d803-407b-af9d-0dd54486aa8e,14800bee-0e47-4927-ac85-c99e4f284f90,9046442e-021d-4fbf-b4e1-e0105be7835d,2024-01-28T10:33:21.983Z,2024-01-28T10:36:12.033Z,2024-01-28T02:33:21.983Z,2024-01-28T02:36:12.033Z,45,ascending,left,8850,241.1055614309991,121.02072319019062,33.248784,57.733422,29.265964,49.998647
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,84ebd1e2-23ce-4257-a9d4-da3e1029c021,14800bee-0e47-4927-ac85-c99e4f284f90,9046442e-021d-4fbf-b4e1-e0105be7835d,2024-01-29T08:57:24.182Z,2024-01-29T08:59:54.301Z,2024-01-29T00:57:24.182Z,2024-01-29T00:59:54.301Z,45,ascending,left,3082,203.89570491213354,121.06453154733899,33.256368,42.277495,42.668444,49.99997
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,a46e198b-8d43-4a89-86d7-3d578b1aeb5f,14800bee-0e47-4927-ac85-c99e4f284f90,cc6c417f-fd8d-49b8-807e-c847295e0c08,2024-01-29T09:27:15.941Z,2024-01-29T09:30:28.760Z,2024-01-29T01:27:15.941Z,2024-01-29T01:30:28.760Z,45,ascending,left,4895,229.40375681642607,110.89944856748913,33.332515,53.983778,32.620417,49.999772
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,8f2b33fb-52e0-4e76-b01e-18ff50f04fc9,14800bee-0e47-4927-ac85-c99e4f284f90,9046442e-021d-4fbf-b4e1-e0105be7835d,2024-01-30T09:01:26.304Z,2024-01-30T09:04:33.255Z,2024-01-30T01:01:26.304Z,2024-01-30T01:04:33.255Z,45,ascending,left,3343,223.14147101305042,112.31302260538507,33.257081,50.860111,35.323346,49.999934
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,5476e578-ad6c-4117-beff-c5ae6d9b3bdd,14800bee-0e47-4927-ac85-c99e4f284f90,cc6c417f-fd8d-49b8-807e-c847295e0c08,2024-01-30T09:29:04.334Z,2024-01-30T09:32:00.078Z,2024-01-30T01:29:04.334Z,2024-01-30T01:32:00.078Z,45,ascending,left,4995,239.7919483574148,117.75571449531803,33.351511,57.95735,29.10438,49.999008
