center,centerEcef,spacecraftId,accessId,accessrequestId,tileId,windowOpen,windowClose,windowOpenLocal,windowCloseLocal,orbitalPlane,accessProperties.ascdsc,accessProperties.lookDirection,accessProperties.localTime,accessProperties.azimuthOpen,accessProperties.azimuthClose,accessProperties.elevationMin,accessProperties.elevationMax,accessProperties.offNadirMin,accessProperties.offNadirMax
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,baf060ce-8650-4ce4-8cf1-cd220b248aa5,69430848-be32-4ad4-85af-481c6ea6335f,fdb32a65-b190-4031-965a-e20485f0be00,2023-12-18T03:39:55.014Z,2023-12-18T03:43:05.819Z,2023-12-17T19:39:55.014Z,2023-12-17T19:43:05.819Z,45,ascending,left,70453,237.69447736936036,112.56585019669834,33.359762,57.883551,29.176771,49.999782
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,cbf3daed-fbf7-444b-b340-466dea583526,69430848-be32-4ad4-85af-481c6ea6335f,fdb32a65-b190-4031-965a-e20485f0be00,2023-12-19T02:04:08.345Z,2023-12-19T02:06:12.573Z,2023-12-18T18:04:08.345Z,2023-12-18T18:06:12.573Z,45,ascending,left,64673,194.77458984331906,127.16162187564731,33.343878,39.134014,45.339384,49.999226
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,ed0d7cb0-e5ee-4d05-8e01-9555d532932e,69430848-be32-4ad4-85af-481c6ea6335f,d44acaca-ee64-4f6f-b835-f8b8f76966ea,2023-12-19T02:35:31.523Z,2023-12-19T02:38:31.937Z,2023-12-18T18:35:31.523Z,2023-12-18T18:38:31.937Z,45,ascending,left,66585,223.4345814656391,113.05539185106127,33.453001,50.838865,35.431719,49.999111
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,8d184743-bf3c-4cd0-8e90-be99f2e576f4,69430848-be32-4ad4-85af-481c6ea6335f,fdb32a65-b190-4031-965a-e20485f0be00,2023-12-19T03:44:15.986Z,2023-12-19T03:46:08.120Z,2023-12-18T19:44:15.986Z,2023-12-18T19:46:08.120Z,45,ascending,left,70675,245.73719893701818,166.9995544629747,33.360263,50.459042,35.721652,49.999953
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,7ff5851c-cc77-48b7-a304-5d27252295c1,69430848-be32-4ad4-85af-481c6ea6335f,fdb32a65-b190-4031-965a-e20485f0be00,2023-12-20T02:08:03.235Z,2023-12-20T02:10:57.561Z,2023-12-19T18:08:03.235Z,2023-12-19T18:10:57.561Z,45,ascending,left,64933,217.4024278691976,114.91246757608172,33.346162,47.970574,37.872436,49.999434
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,5e5c446d-6b74-445a-a838-073d0cabbe6e,69430848-be32-4ad4-85af-481c6ea6335f,d44acaca-ee64-4f6f-b835-f8b8f76966ea,2023-12-20T02:37:17.332Z,2023-12-20T02:40:32.321Z,2023-12-19T18:37:17.332Z,2023-12-19T18:40:32.321Z,45,ascending,left,66698,235.6142900849687,110.6439640738801,33.45489,56.91332,30.075417,49.998821
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,74055a34-b107-4601-9f8d-26483a56fe47,69430848-be32-4ad4-85af-481c6ea6335f,d44acaca-ee64-4f6f-b835-f8b8f76966ea,2023-12-21T00:59:24.541Z,2023-12-21T01:01:00.058Z,2023-12-20T16:59:24.541Z,2023-12-20T17:01:00.058Z,45,ascending,left,60775,185.5455816381055,134.0124850308021,33.435265,36.695667,47.39638,49.999274
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,894306de-98ee-4f0e-ab62-37719595a66b,69430848-be32-4ad4-85af-481c6ea6335f,fdb32a65-b190-4031-965a-e20485f0be00,2023-12-21T02:12:14.348Z,2023-12-21T02:15:29.913Z,2023-12-20T18:12:14.348Z,2023-12-20T18:15:29.913Z,45,ascending,left,65195,232.39947931130985,110.50078419470631,33.349282,55.457829,31.325545,49.99885
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,7e37de84-2cd5-4d7d-ac3e-113faa708d93,69430848-be32-4ad4-85af-481c6ea6335f,d44acaca-ee64-4f6f-b835-f8b8f76966ea,2023-12-21T02:39:08.426Z,2023-12-21T02:41:17.808Z,2023-12-20T18:39:08.426Z,2023-12-20T18:41:17.808Z,45,ascending,left,66776,243.83823828111534,145.06629188999707,33.455329,53.420533,33.168604,49.998891
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,a2619d47-8af8-4543-affd-5ac1a622d61b,69430848-be32-4ad4-85af-481c6ea6335f,fdb32a65-b190-4031-965a-e20485f0be00,2023-12-22T00:36:53.616Z,2023-12-22T00:38:05.165Z,2023-12-21T16:36:53.616Z,2023-12-21T16:38:05.165Z,45,ascending,left,59412,177.23387362294605,139.93415753412742,33.325866,35.00446,48.676472,49.999893
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,2fac6645-4958-4e93-aa7c-dbf96f0fdc54,69430848-be32-4ad4-85af-481c6ea6335f,d44acaca-ee64-4f6f-b835-f8b8f76966ea,2023-12-22T01:00:43.526Z,2023-12-22T01:03:22.003Z,2023-12-21T17:00:43.526Z,2023-12-21T17:03:22.003Z,45,ascending,left,60886,210.58105087752614,118.42468321636207,33.436776,44.877356,40.576449,49.999761
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,1724516d-4793-4145-a070-b2636963aaa6,69430848-be32-4ad4-85af-481c6ea6335f,fdb32a65-b190-4031-965a-e20485f0be00,2023-12-22T02:16:33.024Z,2023-12-22T02:19:02.869Z,2023-12-21T18:16:33.024Z,2023-12-21T18:19:02.869Z,45,ascending,left,65431,242.50733211107746,130.56577937061522,33.349214,55.910935,30.925445,49.999552
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,7245cd5e-11c3-486b-afba-37eb6e722523,69430848-be32-4ad4-85af-481c6ea6335f,fdb32a65-b190-4031-965a-e20485f0be00,2023-12-23T00:40:29.767Z,2023-12-23T00:43:06.798Z,2023-12-22T16:40:29.767Z,2023-12-22T16:43:06.798Z,45,ascending,left,59671,208.19481117309329,119.21376512816815,33.325613,43.910499,41.336258,49.999714
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,33765ff6-2d85-411d-811c-c0a3153e6906,69430848-be32-4ad4-85af-481c6ea6335f,d44acaca-ee64-4f6f-b835-f8b8f76966ea,2023-12-23T01:02:22.294Z,2023-12-23T01:05:27.469Z,2023-12-22T17:02:22.294Z,2023-12-22T17:05:27.469Z,45,ascending,left,60998,226.55724501560826,112.09476613853437,33.438948,52.405284,34.054311,49.999083
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,6f9def0a-dda8-4645-b17b-27c98f421b83,69430848-be32-4ad4-85af-481c6ea6335f,fdb32a65-b190-4031-965a-e20485f0be00,2023-12-24T00:44:35.029Z,2023-12-24T00:47:43.445Z,2023-12-23T16:44:35.029Z,2023-12-23T16:47:43.445Z,45,ascending,left,59932,226.08886929782062,111.80352094472465,33.329578,52.254413,34.138252,49.998459
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,0dfb229a-76b8-4978-8c4a-f8c55eb8f536,69430848-be32-4ad4-85af-481c6ea6335f,d44acaca-ee64-4f6f-b835-f8b8f76966ea,2023-12-24T01:04:09.515Z,2023-12-24T01:07:14.864Z,2023-12-23T17:04:09.515Z,2023-12-23T17:07:14.864Z,45,ascending,left,61105,237.80233399334372,113.67688280519708,33.438755,57.723386,29.349838,49.999464
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,ee60c0e0-2d14-4e7a-8a3c-24f4511a85c2,69430848-be32-4ad4-85af-481c6ea6335f,d44acaca-ee64-4f6f-b835-f8b8f76966ea,2023-12-24T23:26:06.231Z,2023-12-24T23:28:03.162Z,2023-12-24T15:26:06.231Z,2023-12-24T15:28:03.162Z,45,ascending,left,55188,192.83093255657377,128.82007102987288,33.412116,38.561036,45.858634,49.999441
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,0f822acc-7ef5-4924-a19b-f85ca5afbcd7,69430848-be32-4ad4-85af-481c6ea6335f,fdb32a65-b190-4031-965a-e20485f0be00,2023-12-25T00:48:50.720Z,2023-12-25T00:51:57.579Z,2023-12-24T16:48:50.720Z,2023-12-24T16:51:57.579Z,45,ascending,left,60187,238.35587580572516,113.96056297383207,33.329451,58.0129,29.052227,49.999252
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,b7c5cf71-2a4e-4ebd-b120-3ffd5479f7ce,69430848-be32-4ad4-85af-481c6ea6335f,d44acaca-ee64-4f6f-b835-f8b8f76966ea,2023-12-25T01:06:01.431Z,2023-12-25T01:07:54.765Z,2023-12-24T17:06:01.431Z,2023-12-24T17:07:54.765Z,45,ascending,left,61181,245.20923913500556,163.40195951785364,33.438913,50.856792,35.412143,49.999042
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,6c29c3c6-2514-427a-bc60-def82aade0db,69430848-be32-4ad4-85af-481c6ea6335f,fdb32a65-b190-4031-965a-e20485f0be00,2023-12-25T23:13:01.131Z,2023-12-25T23:15:11.868Z,2023-12-25T15:13:01.131Z,2023-12-25T15:15:11.868Z,45,ascending,left,54409,196.8253359358475,125.7265276146466,33.30005,39.759085,44.79704,49.999384
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,5b1753ed-8206-4c2b-bc40-0831a96d5b08,69430848-be32-4ad4-85af-481c6ea6335f,d44acaca-ee64-4f6f-b835-f8b8f76966ea,2023-12-25T23:27:31.935Z,2023-12-25T23:30:19.156Z,2023-12-25T15:27:31.935Z,2023-12-25T15:30:19.156Z,45,ascending,left,55298,214.7644814783945,116.37159941736773,33.41356,46.709825,38.995039,49.998952
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,f7d33482-dcde-4a5e-a4b1-ab79397b53a0,69430848-be32-4ad4-85af-481c6ea6335f,fdb32a65-b190-4031-965a-e20485f0be00,2023-12-26T23:16:57.604Z,2023-12-26T23:19:55.464Z,2023-12-26T15:16:57.604Z,2023-12-26T15:19:55.464Z,45,ascending,left,54669,218.6395491507751,114.2818130065496,33.30076,48.567587,37.33593,49.99992
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,878e1941-3e09-4894-b2e6-cee5cecfd173,69430848-be32-4ad4-85af-481c6ea6335f,d44acaca-ee64-4f6f-b835-f8b8f76966ea,2023-12-26T23:29:13.086Z,2023-12-26T23:32:22.820Z,2023-12-26T15:29:13.086Z,2023-12-26T15:32:22.820Z,45,ascending,left,55411,229.50170108623726,111.3091032416175,33.413032,53.911321,32.719461,49.999879
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,cea9e2fe-9f21-4a8d-aeff-0c8a41531a07,69430848-be32-4ad4-85af-481c6ea6335f,fdb32a65-b190-4031-965a-e20485f0be00,2023-12-27T23:21:09.305Z,2023-12-27T23:24:27.352Z,2023-12-27T15:21:09.305Z,2023-12-27T15:24:27.352Z,45,ascending,left,54931,233.25783561380456,110.24661510564997,33.302667,55.924853,30.895852,49.999447
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,241d6ab4-da5d-4b5a-8bca-df536a89382d,69430848-be32-4ad4-85af-481c6ea6335f,d44acaca-ee64-4f6f-b835-f8b8f76966ea,2023-12-27T23:31:01.560Z,2023-12-27T23:33:51.765Z,2023-12-27T15:31:01.560Z,2023-12-27T15:33:51.765Z,45,ascending,left,55509,239.84168911733587,119.30993900543206,33.413104,57.569567,29.478162,49.999698
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,afc0da68-b66d-4e65-8895-b1e5b5273f7a,69430848-be32-4ad4-85af-481c6ea6335f,fdb32a65-b190-4031-965a-e20485f0be00,2023-12-28T21:45:42.548Z,2023-12-28T21:47:07.582Z,2023-12-28T13:45:42.548Z,2023-12-28T13:47:07.582Z,45,ascending,left,49148,180.99418028019653,136.74947901996308,33.272492,35.656497,48.116897,49.999877
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,2e889646-ff15-40a4-bbca-7079fac8e029,69430848-be32-4ad4-85af-481c6ea6335f,d44acaca-ee64-4f6f-b835-f8b8f76966ea,2023-12-28T21:52:50.053Z,2023-12-28T21:55:03.922Z,2023-12-28T13:52:50.053Z,2023-12-28T13:55:03.922Z,45,ascending,left,49600,198.98571409459072,124.7458656745725,33.382502,40.469727,44.260933,49.998912
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,a7680efb-6da8-4812-a06b-171b61c986bf,69430848-be32-4ad4-85af-481c6ea6335f,fdb32a65-b190-4031-965a-e20485f0be00,2023-12-28T23:25:28.273Z,2023-12-28T23:27:54.492Z,2023-12-28T15:25:28.273Z,2023-12-28T15:27:54.492Z,45,ascending,left,55164,243.09341338661096,133.68861726994257,33.303111,55.380236,31.377714,49.99916
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,ef55ff88-d04c-4999-8b88-c0067ac0c24a,69430848-be32-4ad4-85af-481c6ea6335f,d44acaca-ee64-4f6f-b835-f8b8f76966ea,2023-12-28T23:32:54.217Z,2023-12-28T23:34:31.638Z,2023-12-28T15:32:54.217Z,2023-12-28T15:34:31.638Z,45,ascending,left,55586,246.44176493897155,185.37039151166445,33.412405,48.121648,37.777946,49.999442
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,e023a815-9624-4448-bd0e-b9402fd419e7,69430848-be32-4ad4-85af-481c6ea6335f,fdb32a65-b190-4031-965a-e20485f0be00,2023-12-29T21:49:23.001Z,2023-12-29T21:52:05.104Z,2023-12-29T13:49:23.001Z,2023-12-29T13:52:05.104Z,45,ascending,left,49407,209.7831950283981,118.20521764790168,33.270715,44.576124,40.741503,49.999868
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,56f37eb3-71bd-4aee-b568-6c661badbecd,69430848-be32-4ad4-85af-481c6ea6335f,d44acaca-ee64-4f6f-b835-f8b8f76966ea,2023-12-29T21:54:20.667Z,2023-12-29T21:57:15.734Z,2023-12-29T13:54:20.667Z,2023-12-29T13:57:15.734Z,45,ascending,left,49711,218.644870288635,114.61077496148431,33.382983,48.524368,37.414171,49.99898
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,e98bc191-b582-4711-b5f9-a1f33b7364c6,69430848-be32-4ad4-85af-481c6ea6335f,fdb32a65-b190-4031-965a-e20485f0be00,2023-12-30T21:53:29.170Z,2023-12-30T21:56:40.982Z,2023-12-30T13:53:29.170Z,2023-12-30T13:56:40.982Z,45,ascending,left,49668,227.15338531244615,111.32369182895414,33.272238,52.834754,33.606106,49.999757
"[-121.74456150751715, 46.796419719052345, 1589]","[-2301990.5709250737, -3720764.536283801, 4627458.837588523]",9,346a0dce-6bed-4005-9818-9fe577e7b296,69430848-be32-4ad4-85af-481c6ea6335f,d44acaca-ee64-4f6f-b835-f8b8f76966ea,2023-12-30T21:56:03.867Z,2023-12-30T21:59:17.885Z,2023-12-30T13:56:03.867Z,2023-12-30T13:59:17.885Z,45,ascending,left,49824,232.2508800890439,110.70732940845168,33.382206,55.328801,31.455231,49.999807
"[-121.74456289285206, 46.79641971068774, 1589]","[-2301990.661244861, -3720764.4812013116, 4627458.836951785]",9,c97de0bb-16cc-42aa-bd08-6a8464e2f35f,69430848-be32-4ad4-85af-481c6ea6335f,d11717fb-ce80-4a82-b8b6-6eef6f2b0a8c,2023-12-31T20:18:33.074Z,2023-12-31T20:19:25.671Z,2023-12-31T12:18:33.074Z,2023-12-31T12:19:25.671Z,45,ascending,left,43902,171.8799297413414,144.57217047329786,33.352419,34.244646,49.299931,49.99988
"[-121.74456155035168, 46.79641971868754, 1589]","[-2301990.5737222885, -3720764.534587969, 4627458.837560752]",10,b8adf4c5-95db-47bd-8958-439322370c36,69430848-be32-4ad4-85af-481c6ea6335f,fdb32a65-b190-4031-965a-e20485f0be00,2023-12-31T21:57:45.281Z,2023-12-31T22:00:49.055Z,2023-12-31T13:57:45.281Z,2023-12-31T14:00:49.055Z,45,ascending,left,49920,239.0961877184821,115.38133301070451,33.274618,58.123262,28.934416,49.99832
"[-121.74456289285206, 46.79641971068774, 1589]","[-2301990.661244861, -3720764.4812013116, 4627458.836951785]",9,27118ae1-3097-4670-a304-6695bebc06ba,69430848-be32-4ad4-85af-481c6ea6335f,d11717fb-ce80-4a82-b8b6-6eef6f2b0a8c,2023-12-31T21:57:53.448Z,2023-12-31T22:00:28.547Z,2023-12-31T13:57:53.448Z,2023-12-31T14:00:28.547Z,45,ascending,left,49914,241.71685071593976,126.96513459653679,33.383191,56.475941,30.438567,49.998338
